time,runMode,latErr,lngErr,latPidOut,lngPidOut
169.419996213168,4,-0.274295085979968,0.0507840869094451,-1,0.507840869094451
169.439996212721,4,-0.274332475858437,0.0508089812996815,-1,0.514313410695008
169.459996212274,4,-0.274369600038458,0.0508451780140575,-1,0.517500958936852
169.479996211827,4,-0.27444362195352,0.0509024318646141,-1,0.516181050125675
169.519996210933,4,-0.274480652348755,0.0509341507607957,-1,0.517271231830597
169.539996210486,4,-0.274517653881545,0.050968108572647,-1,0.518170538879058
169.559996210039,4,-0.274517653881545,0.050968108572647,-1,0.50968108572647
169.579996209592,4,-0.274628581066091,0.0510674766910455,-1,0.523095781987899
169.619996208698,4,-0.274665487406765,0.0510966902539423,-1,0.518270293426855
169.639996208251,4,-0.274628191145588,0.0510610263466589,-1,0.501694286446457
169.659996207803,4,-0.274590805639814,0.0510905063236322,-1,0.518275057644388
169.679996207356,4,-0.274664679111319,0.051158155540179,-1,0.520037707659148
169.719996206462,4,-0.274627417254501,0.0511180137944081,-1,0.501144701277036
169.739996206015,4,-0.274590154413419,0.0511497326904475,-1,0.519427051091588
169.759996205568,4,-0.274388909630227,0.0480882965819802,-1,-0.284476078404135
169.779996205121,4,-0.274462985423591,0.0481567444344364,-1,0.490123426092629
169.819996204227,4,-0.27442591021345,0.0481941150077176,-1,0.49128379360631
169.83999620378,4,-0.274388849290292,0.0481512020001986,-1,0.470783767882436
169.859996203333,4,-0.274351810868066,0.0481125004475302,-1,0.471449616091944
169.879996202886,4,-0.274351625688439,0.0481771122612855,-1,0.489847599512788
169.919996201992,4,-0.274388557433712,0.0481434207516287,-1,0.473011329913816
169.939996201545,4,-0.274425412998092,0.048175139641998,-1,0.48968111918956
169.959996201098,4,-0.274425412998092,0.048175139641998,-1,0.48175139641998
169.979996200651,4,-0.274388975440917,0.0482141074003692,-1,0.487012043908967
170.019996199757,4,-0.274426135365078,0.0482493961490889,-1,0.491316148867982
170.03999619931,4,-0.274463323909864,0.0482911351946598,-1,0.493346113572563
170.059996198863,4,-0.274500376388089,0.0482582422704354,-1,0.474359191464458
170.079996198416,4,-0.274542542277793,0.0483350039737189,-1,0.492945252862099
170.119996197522,4,-0.274552310060085,0.0483700266218676,-1,0.492455928451555
170.139996197075,4,-0.274571436552894,0.04840926074246,-1,0.49390113779193
170.159996196628,4,-0.274608494668536,0.0483741289604893,-1,0.47495834391591
170.179996196181,4,-0.274535272563139,0.0484459898322598,-1,0.493442507494683
170.219996195287,4,-0.274535272563139,0.0484459898322598,-1,0.484459898322598
170.239996194839,4,-0.274461359586505,0.0485062331022021,-1,0.500123148844247
170.259996194392,4,-0.274470324729882,0.0484672651978855,-1,0.474930675681935
170.279996193945,4,-0.274524741014728,0.0484664665321617,-1,0.484564832103913
170.319996193051,4,-0.274555676105739,0.0485026631436654,-1,0.494075784514835
170.339996192604,4,-0.274519348971042,0.0485393922147921,-1,0.494576190134843
170.359996192157,4,-0.274483116038756,0.0485042604915407,-1,0.476259673906237
170.37999619171,4,-0.274484026862544,0.0485832612840085,-1,0.495707712119287
170.419996190816,4,-0.274520986574684,0.048622495493774,-1,0.496033507598348
170.439996190369,4,-0.274545952027841,0.0486572520410817,-1,0.49526165743198
170.459996189922,4,-0.274322874241229,0.0453160069382648,-1,-0.382151224992257
170.479996189475,4,-0.274257115399549,0.0454201641515226,-1,0.467221293463469
170.519996188581,4,-0.274213492116384,0.0453779595680714,-1,0.443228449582086
170.539996188134,4,-0.274181505094169,0.0454121831725871,-1,0.462677733046025
170.559996187687,4,-0.274217706346673,0.0453661231939577,-1,0.44214623702485
170.57999618724,4,-0.274289783521585,0.0454335064296174,-1,0.462757968941902
170.619996186346,4,-0.274252987035698,0.045461922589709,-1,0.461723266078788
170.639996185899,4,-0.274216119283686,0.0454900727287395,-1,0.461938262202311
170.659996185452,4,-0.274179471122428,0.0454758423741879,-1,0.451200835024457
170.699996184558,4,-0.274247415491522,0.0455097999516454,-1,0.459342696793518
170.719996184111,4,-0.274283424896852,0.0455434915252368,-1,0.463857808838498
170.739996183664,4,-0.27424688285849,0.0455704669145547,-1,0.462448516625744
170.759996183217,4,-0.274210499942018,0.045532297895079,-1,0.445780723868571
170.799996182323,4,-0.274138051080372,0.0455950929212037,-1,0.463800307653074
170.819996181875,4,-0.274174312030687,0.0456301145619591,-1,0.465056556004144
170.839996181428,4,-0.27421054277687,0.0456671089429079,-1,0.465919684873012
170.859996180981,4,-0.274246643575574,0.0456636955393606,-1,0.455783604487689
170.899996180087,4,-0.274246448829219,0.0456956804440551,-1,0.460954917616739
170.91999617964,4,-0.274210112349867,0.0457251605981668,-1,0.464621644674311
170.939996179193,4,-0.274173868296347,0.0457588522005352,-1,0.466011422785727
170.959996178746,4,-0.274209749956772,0.0457471264780906,-1,0.454539834104242
170.999996177852,4,-0.274272409452495,0.0457802860198484,-1,0.46194780301085
171.019996177405,4,-0.274235998986774,0.0458089680764857,-1,0.465260195084458
171.039996176958,4,-0.274199705095875,0.0458376501185995,-1,0.465547011874722
171.059996176511,4,-0.274163810358689,0.0458311999365435,-1,0.45750572659041
171.099996175617,4,-0.274235811286301,0.0458676622965442,-1,0.467792213169355
171.11999617517,4,-0.274271830336292,0.0458999132207509,-1,0.46706186343942
171.139996174723,4,-0.274235927573226,0.0459386143424894,-1,0.46906142407576
171.159996174276,4,-0.274200014391628,0.0459270441400434,-1,0.457824166062369
171.199996173382,4,-0.274200232183105,0.0459660113230598,-1,0.469401909202425
171.219996172935,4,-0.274236078447861,0.0459997029149832,-1,0.468419927318963
171.239996172488,4,-0.274271908317402,0.0460314218013593,-1,0.468243939784861
171.259996172041,4,-0.274236033469275,0.0460252376492605,-1,0.45947935746297
171.299996171147,4,-0.274164204177766,0.0460609019412601,-1,0.4695250926118
171.3199961707,4,-0.274164204177766,0.0460609019412601,-1,0.460609019412601
171.339996170253,4,-0.274235839781256,0.0461285511605354,-1,0.47819781680219
171.359996169806,4,-0.274271746642587,0.0461226330620264,-1,0.4604865682901
171.399996168911,4,-0.274200165257215,0.0460844639764559,-1,0.451302368158669
171.419996168464,4,-0.274164276437075,0.0461159168160492,-1,0.469022378234566
171.439996168017,4,-0.274199966437897,0.0461476357020842,-1,0.469406078706845
171.45999616757,4,-0.274235743728686,0.0460673521363901,-1,0.450638075427827
171.499996166676,4,-0.274235709583749,0.0461052551714545,-1,0.470528310692431
171.519996166229,4,-0.274199945592294,0.0461350013576549,-1,0.468786560292879
171.539996165782,4,-0.274164215742979,0.0461689589945422,-1,0.470178999356999
171.559996165335,4,-0.27423565294954,0.0460968322750404,-1,0.451952482611152
171.599996164441,4,-0.274271291590317,0.0461265784611982,-1,0.468702331317654
171.619996163994,4,-0.274235590615067,0.046158297348029,-1,0.469512695365244
171.639996163547,4,-0.274199959573505,0.0461900162350162,-1,0.469829884274196
171.6599961631,4,-0.274189819962662,0.046185804787001,-1,0.461331616856341
171.699996162206,4,-0.274225375657008,0.0462152849222974,-1,0.469522883211824
171.719996161759,4,-0.274260971590009,0.0462512152561771,-1,0.471494736232478
171.739996161312,4,-0.274225435151471,0.046283200203348,-1,0.470828239004916
171.759996160865,4,-0.274189926367062,0.0462450311138127,-1,0.457679174839578
171.799996159971,4,-0.27411886500034,0.0463143869655624,-1,0.48048283298061
171.819996159524,4,-0.274154421223024,0.0463483446059882,-1,0.471972856356085
171.839996159077,4,-0.274189966614345,0.0463780908018947,-1,0.471217457161781
171.85999615863,4,-0.274261113643137,0.0463738793548458,-1,0.463212362655582
171.899996157736,4,-0.274225804363222,0.0463359763296438,-1,0.453884006784135
171.919996157289,4,-0.274190502387338,0.0463682273521613,-1,0.471745029331197
171.939996156842,4,-0.274155139949125,0.0464044237627093,-1,0.473093340466349
171.959996156394,4,-0.274226550346444,0.0463338933995914,-1,0.454522638409119
171.9999961555,4,-0.274262084646068,0.0463681171324168,-1,0.472237104721775
172.019996155053,4,-0.274226690895685,0.046397331213555,-1,0.471276832583349
172.039996154606,4,-0.27419124414625,0.046432995498094,-1,0.473246026314964
172.059996154159,4,-0.274156065915686,0.0463923215565103,-1,0.4588389727535
172.099996153265,4,-0.27422671095119,0.0464566677493963,-1,0.48065322607502
172.119996152818,4,-0.274262008039896,0.0464900932485932,-1,0.473257307471946
172.139996152371,4,-0.274226819092435,0.0465260235814497,-1,0.474242819229408
172.159996151924,4,-0.274156635566157,0.0465240508976024,-1,0.464993923489589
172.19999615103,4,-0.274192184486616,0.046487854487367,-1,0.455829442112574
172.219996150583,4,-0.274227596106042,0.0465198394511361,-1,0.473194635632368
172.239996150136,4,-0.274262834913732,0.046553264941025,-1,0.473889022069236
172.259996149689,4,-0.274193115730941,0.0464822025067235,-1,0.455939220581009
172.299996148795,4,-0.274158144024503,0.0465206376863279,-1,0.474815171979136
172.319996148348,4,-0.274193745383692,0.0465576323531565,-1,0.47482499044544
172.339996147901,4,-0.274229323452052,0.0465946270415571,-1,0.475194942722466
172.359996147454,4,-0.274226614462523,0.0465959574622588,-1,0.466125877214005
172.39999614656,4,-0.274191720394612,0.0466282085606622,-1,0.474344860387698
172.419996146113,4,-0.274156803004748,0.0466604596686864,-1,0.474667373873127
172.439996145666,4,-0.274192287850797,0.0466974544224144,-1,0.476223232862863
172.459996145219,4,-0.274263355192069,0.0467012897478725,-1,0.467492313171704
172.499996144325,4,-0.274263355192069,0.0467012897478725,-1,0.467012897478725
172.519996143878,4,-0.274331183264723,0.046736439767983,-1,0.476151902903887
172.53999614343,4,-0.274295542071743,0.046765121570445,-1,0.474821666480212
172.559996142983,4,-0.274224643315225,0.0467491841015004,-1,0.465499657352404
172.599996142089,4,-0.274259350274008,0.0467747188328644,-1,0.474130871312335
172.619996141642,4,-0.274294122150689,0.0468069698741971,-1,0.476132459255348
172.639996141195,4,-0.274323274004182,0.046837780458489,-1,0.476080450830028
172.659996140748,4,-0.27425324021012,0.0468289815110126,-1,0.467189946650991
172.699996139854,4,-0.274220170869371,0.0468547823748793,-1,0.474998039859647
172.719996139407,4,-0.274220170869371,0.0468547823748793,-1,0.468547823748793
172.73999613896,4,-0.274289716881106,0.046877436219205,-1,0.474437823400079
